autobahn,station_id,title,subtitle,description,latitude,longitude,extent,direction
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk1OTc=,A4 | Erfurt | Altenburger Land Nord,Schnellladeeinrichtung,A4 | Erfurt | Altenburger Land Nord 04626 Schmölln  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,50.860662,12.307977,"12.307977,50.860662,12.307977,50.860662",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk4NjI=,A4 | Eisenach | Raststätte Eichelborn Nord,Schnellladeeinrichtung,"A4 | Eisenach | Raststätte Eichelborn Nord 99198 Mönchenholzhausen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.949944,11.195412,"11.195412,50.949944,11.195412,50.949944",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk2NDI=,A4 | Eisenach | Hörselgau Nord,Schnellladeeinrichtung,"A4 | Eisenach | Hörselgau Nord 99880 Hörsel  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.911392,10.589792,"10.589792,50.911392,10.589792,50.911392",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTc4ODM=,A4 | Dresden | Oberlausitz Nord,Schnellladeeinrichtung,"A4 | Dresden | Oberlausitz Nord 02625 Bautzen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",51.199484,14.331987,"14.331987,51.199484,14.331987,51.199484",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTgwODA=,A4 | Dresden | Dresdener Tor Süd,Schnellladeeinrichtung,"A4 | Dresden | Dresdener Tor Süd 01723 Wilsdruff  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",51.063326,13.570146,"13.570146,51.063326,13.570146,51.063326",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk3NDQ=,A4 | Chemnitz | Teufelstal Süd,Schnellladeeinrichtung,"A4 | Chemnitz | Teufelstal Süd 07646 Bollberg  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.875901,11.809307,"11.809307,50.875901,11.809307,50.875901",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk4NjM=,A4 | Chemnitz | Raststätte Eichelborn Süd,Schnellladeeinrichtung,"A4 | Chemnitz | Raststätte Eichelborn Süd 99198 Mönchenholzhausen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.948001,11.196774,"11.196774,50.948001,11.196774,50.948001",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk1OTQ=,A4 | Chemnitz | Raststätte Altenburger Land Süd,Schnellladeeinrichtung,"A4 | Chemnitz | Raststätte Altenburger Land Süd 04626 Schmölln  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.856608,12.313048,"12.313048,50.856608,12.313048,50.856608",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTgwODE=,A4 | Chemnitz | Dresdener Tor Nord,Schnellladeeinrichtung,"A4 | Chemnitz | Dresdener Tor Nord 01723 Wilsdruff  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",51.063326,13.570146,"13.570146,51.063326,13.570146,51.063326",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTgxMDM=,A4 | Chemnitz | Auerswalder Blick Nord,Schnellladeeinrichtung,"A4 | Chemnitz | Auerswalder Blick Nord 09244 Lichtenau  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.892978,12.938842,"12.938842,50.892978,12.938842,50.892978",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTk1OTg=,A4 | Chemnitz | Altenburger Land Süd,Schnellladeeinrichtung,A4 | Chemnitz | Altenburger Land Süd 04626 Schmölln  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,50.85675,12.3132,"12.3132,50.85675,12.3132,50.85675",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTc4ODQ=,A4 | Bautzen | Oberlausitz Süd,Schnellladeeinrichtung,"A4 | Bautzen | Oberlausitz Süd 02625 Bautzen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",51.198549,14.328689,"14.328689,51.198549,14.328689,51.198549",
A4,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTQ4MTQ=,A4 | Aachen | Aachener Land Nord,Schnellladeeinrichtung,A4 | Aachen | Aachener Land Nord 52249 Eschweiler  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,50.818,6.215,"6.215,50.818,6.215,50.818",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMzgw,A5 | Freiburg | Breisgau Ost,Schnellladeeinrichtung,"Freiburg | Breisgau Ost 79227 Schallstadt  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 50 kW  Ladepunkt 2: AC Kupplung Typ 2 42 kW",47.970762,7.721949,"7.721949,47.970762,7.721949,47.970762",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTQ0OA==,A5 | Darmstadt | Bergstraße Ost,Schnellladeeinrichtung,"Darmstadt | Bergstraße Ost 64625 Bensheim  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",49.689416,8.603219,"8.603219,49.689416,8.603219,49.689416",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTMyNA==,A5 | Weil am Rhein | Hardstraße 4,Normalladeeinrichtung,"A5 | Weil am Rhein | Hardstraße 4 79576 Weil am Rhein  Ladepunkt 1: AC Steckdose Typ 2, AC Schuko 22 kW  Ladepunkt 2: AC Steckdose Typ 2 22 kW",47.58989,7.60305,"7.60305,47.58989,7.60305,47.58989",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTMyMA==,A5 | Weil am Rhein | Basel Weil,Schnellladeeinrichtung,A5 | Weil am Rhein | Basel Weil 79576 Weil am Rhein  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,47.594401,7.60372,"7.60372,47.594401,7.60372,47.594401",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTcwMg==,A5 | Offenburg | Raststätte Mahlberg Ost,Schnellladeeinrichtung,A5 | Offenburg | Raststätte Mahlberg Ost 77972 Mahlberg  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW  Ladepunkt 3: AC Kupplung Typ 2 43 kW  Ladepunkt 4: DC Kupplung Combo 50 kW,48.308982,7.7915649,"7.7915649,48.308982,7.7915649,48.308982",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTcwNA==,A5 | Offenburg | Mahlberg Ost,Schnellladeeinrichtung,A5 | Offenburg | Mahlberg Ost 77972 Mahlberg  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,48.308819,7.791519,"7.791519,48.308819,7.791519,48.308819",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMjY3NQ==,A5 | Offenburg | Baden-Baden West,Schnellladeeinrichtung,"A5 | Offenburg | Baden-Baden West 76532 Baden-Baden  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",48.808931,8.181381,"8.181381,48.808931,8.181381,48.808931",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIxMQ==,A5 | Karlsruhe | Raststätte Bruchsal West (2),Schnellladeeinrichtung,A5 | Karlsruhe | Raststätte Bruchsal West (2) 76694 Forst  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW,49.1609927,8.567019,"8.567019,49.1609927,8.567019,49.1609927",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIwOA==,A5 | Karlsruhe | Raststätte Bruchsal West (1),Schnellladeeinrichtung,A5 | Karlsruhe | Raststätte Bruchsal West (1) 76694 Forst  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,49.160998,8.567015,"8.567015,49.160998,8.567015,49.160998",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTg0Ng==,A5 | Karlsruhe | Bühl Ost (2),Schnellladeeinrichtung,A5 | Karlsruhe | Bühl Ost (2) 77815 Bühl  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW,48.753498,8.1317,"8.1317,48.753498,8.1317,48.753498",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTg0NQ==,A5 | Karlsruhe | Bühl Ost (1),Schnellladeeinrichtung,A5 | Karlsruhe | Bühl Ost (1) 77815 Bühl  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,48.753434,8.131493,"8.131493,48.753434,8.131493,48.753434",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIxMw==,A5 | Karlsruhe | Bruchsal West,Schnellladeeinrichtung,A5 | Karlsruhe | Bruchsal West 76694 Forst  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,49.16125,8.567226,"8.567226,49.16125,8.567226,49.16125",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIxMA==,A5 | Heidelberg | Raststätte Bruchsal Ost (2),Schnellladeeinrichtung,A5 | Heidelberg | Raststätte Bruchsal Ost (2) 76694 Forst  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW,49.162909,8.570962,"8.570962,49.162909,8.570962,49.162909",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIwOQ==,A5 | Heidelberg | Raststätte Bruchsal Ost (1),Schnellladeeinrichtung,A5 | Heidelberg | Raststätte Bruchsal Ost (1) 76694 Forst  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,49.162905,8.570877,"8.570877,49.162905,8.570877,49.162905",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTIxMg==,A5 | Heidelberg | Bruchsal Ost,Schnellladeeinrichtung,A5 | Heidelberg | Bruchsal Ost 76694 Forst  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,49.162694,8.570788,"8.570788,49.162694,8.570788,49.162694",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTU1Ng==,A5 | Heidelberg | Alsbach West,Schnellladeeinrichtung,"A5 | Heidelberg | Alsbach West 64665 Alsbach  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 50 kW  Ladepunkt 2: AC Kupplung Typ 2 42 kW",49.746893,8.591679,"8.591679,49.746893,8.591679,49.746893",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTY2Mg==,A5 | Hattenbacher Dreieck | Reinhardshain Süd,Schnellladeeinrichtung,A5 | Hattenbacher Dreieck | Reinhardshain Süd 35305 Grünberg  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,50.622672,8.896404,"8.896404,50.622672,8.896404,50.622672",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTA0Njg=,A5 | Gießen | Wetterau Ost,Schnellladeeinrichtung,"A5 | Gießen | Wetterau Ost 61239 Ober-Mörlen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.35566,8.69456,"8.69456,50.35566,8.69456,50.35566",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTAzNTE=,A5 | Gießen | Raststätte Berfa Nord,Schnellladeeinrichtung,"A5 | Gießen | Raststätte Berfa Nord 36304 Alsfeld  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.759834,9.357694,"9.357694,50.759834,9.357694,50.759834",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTc3NA==,A5 | Gießen | Rasthaus Rimberg,Schnellladeeinrichtung,"A5 | Gießen | Rasthaus Rimberg 36287 Breitenbach am Herzberg  Ladepunkt 1: AC Kupplung Typ 2 50 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 43 kW",50.793156,9.473105,"9.473105,50.793156,9.473105,50.793156",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTY2Nw==,A5 | Freiburg | Raststätte Renchtal West (2),Schnellladeeinrichtung,A5 | Freiburg | Raststätte Renchtal West (2) 77767 Appenweier  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW,48.563031,7.9559225,"7.9559225,48.563031,7.9559225,48.563031",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTY2NA==,A5 | Freiburg | Raststätte Renchtal West (1),Schnellladeeinrichtung,A5 | Freiburg | Raststätte Renchtal West (1) 77767 Appenweier  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,48.563052,7.955847,"7.955847,48.563052,7.955847,48.563052",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTcwMw==,A5 | Freiburg | Raststätte Mahlberg West,Schnellladeeinrichtung,A5 | Freiburg | Raststätte Mahlberg West 77972 Mahlberg  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW  Ladepunkt 3: AC Kupplung Typ 2 43 kW  Ladepunkt 4: DC Kupplung Combo 50 kW,48.309678,7.788862,"7.788862,48.309678,7.788862,48.309678",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTcwNQ==,A5 | Freiburg | Mahlberg West,Schnellladeeinrichtung,A5 | Freiburg | Mahlberg West 77972 Mahlberg  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,48.309517,7.788855,"7.788855,48.309517,7.788855,48.309517",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTA0Njk=,A5 | Frankfurt am Main | Wetterau West,Schnellladeeinrichtung,"A5 | Frankfurt am Main | Wetterau West 61239 Ober-Mörlen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.35754,8.69412,"8.69412,50.35754,8.69412,50.35754",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTY2MQ==,A5 | Frankfurt am Main | Reinhardshain Nord (2),Schnellladeeinrichtung,A5 | Frankfurt am Main | Reinhardshain Nord (2) 35305 Grünberg  Ladepunkt 1: DC Kupplung Combo 350 kW  Ladepunkt 2: DC Kupplung Combo 350 kW  Ladepunkt 3: DC Kupplung Combo 350 kW  Ladepunkt 4: DC Kupplung Combo 350 kW,50.623593,8.894967,"8.894967,50.623593,8.894967,50.623593",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTY1OA==,A5 | Frankfurt am Main | Reinhardshain Nord (1),Schnellladeeinrichtung,"A5 | Frankfurt am Main | Reinhardshain Nord (1) 35305 Grünberg  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",50.623593,8.894967,"8.894967,50.623593,8.894967,50.623593",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTY4Ng==,A5 | Frankfurt am Main | Limes West,Schnellladeeinrichtung,"A5 | Frankfurt am Main | Limes West 35415 Pohlheim  Ladepunkt 1: AC Kupplung Typ 2 50 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 43 kW",50.520453,8.75529,"8.75529,50.520453,8.75529,50.520453",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTUyMA==,A5 | Frankfurt am Main | Gräfenhausen Ost,Schnellladeeinrichtung,"A5 | Frankfurt am Main | Gräfenhausen Ost 64331 Weiterstadt  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",49.946113,8.610717,"8.610717,49.946113,8.610717,49.946113",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMjE4MA==,A5 | Darmstadt | Raststätte Hardtwald Ost,Schnellladeeinrichtung,A5 | Darmstadt | Raststätte Hardtwald Ost 69207 Sandhausen  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,49.350934,8.632238,"8.632238,49.350934,8.632238,49.350934",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTQ0MA==,A5 | Darmstadt | Raststätte Bergstraße Ost,Normalladeeinrichtung,A5 | Darmstadt | Raststätte Bergstraße Ost 64625 Bensheim  Ladepunkt 1: AC Steckdose Typ 2 4 kW,49.687297,8.606043,"8.606043,49.687297,8.606043,49.687297",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTUyMQ==,A5 | Darmstadt | Gräfenhausen West,Schnellladeeinrichtung,"A5 | Darmstadt | Gräfenhausen West 64331 Weiterstadt  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",49.94694,8.609489,"8.609489,49.94694,8.609489,49.94694",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMjY5NA==,A5 | Basel | Schauinsland West,Schnellladeeinrichtung,"A5 | Basel | Schauinsland West 79108 Freiburg  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 50 kW  Ladepunkt 2: AC Kupplung Typ 2 42 kW",48.050002,7.810907,"7.810907,48.050002,7.810907,48.050002",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTMwMQ==,A5 | Basel | Bad Bellingen West,Schnellladeeinrichtung,"A5 | Basel | Bad Bellingen West 79415 Bad Bellingen  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 50 kW  Ladepunkt 2: AC Kupplung Typ 2 43 kW",47.737703,7.551272,"7.551272,47.737703,7.551272,47.737703",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTY2Ng==,A5 | Baden-Baden | Raststätte Renchtal Ost (2),Schnellladeeinrichtung,A5 | Baden-Baden | Raststätte Renchtal Ost (2) 77767 Appenweier  Ladepunkt 1: DC Kupplung Combo 150 kW  Ladepunkt 2: DC Kupplung Combo 75 kW,48.5628685,7.9591637,"7.9591637,48.5628685,7.9591637,48.5628685",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTY2NQ==,A5 | Baden-Baden | Raststätte Renchtal Ost (1),Schnellladeeinrichtung,A5 | Baden-Baden | Raststätte Renchtal Ost (1) 77767 Appenweier  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo 50 kW,48.562448,7.958827,"7.958827,48.562448,7.958827,48.562448",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTUyMw==,A5 | AS Weiterstadt | Rudolf-Diesel-Straße 26a,Schnellladeeinrichtung,"A5 | AS Weiterstadt | Rudolf-Diesel-Straße 26a 64331 Weiterstadt  Ladepunkt 1: AC Kupplung Typ 2 43 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 50 kW",49.902832,8.608342,"8.608342,49.902832,8.608342,49.902832",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fOTUyNA==,A5 | AS Weiterstadt | Rudolf-Diesel-Straße 26,Normalladeeinrichtung,A5 | AS Weiterstadt | Rudolf-Diesel-Straße 26 64331 Weiterstadt  Ladepunkt 1: AC Steckdose Typ 2 22 kW  Ladepunkt 2: AC Steckdose Typ 2 22 kW,49.901342,8.607509,"8.607509,49.901342,8.607509,49.901342",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMzk3,A5 | AS Hertheim/Heitersheim | Autohof Bremgarten,Schnellladeeinrichtung,"A5 | AS Hertheim/Heitersheim | Autohof Bremgarten 79258 Hartheim-Bremgarten  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 350 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 350 kW  Ladepunkt 3: DC Kupplung Combo, DC CHAdeMO 350 kW  Ladepunkt 4: DC Kupplung Combo, DC CHAdeMO 350 kW",47.909055,7.592565,"7.592565,47.909055,7.592565,47.909055",
A5,RUxFQ1RSSUNfQ0hBUkdJTkdfU1RBVElPTl9fMTAzNTI=,A5 | AS Asfeld-West | Autohof Pfefferhöhe,Schnellladeeinrichtung,"A5 | AS Asfeld-West | Autohof Pfefferhöhe 36304 Alsfeld  Ladepunkt 1: DC Kupplung Combo, DC CHAdeMO 175 kW  Ladepunkt 2: DC Kupplung Combo, DC CHAdeMO 175 kW  Ladepunkt 3: DC Kupplung Combo, DC CHAdeMO 175 kW",50.734167,9.24163,"9.24163,50.734167,9.24163,50.734167",
